"name1","type_facility","longitude","latitude"
"Denver Health Community Detox","SU",-104.9920991,39.7347769
"Creative Treatment Options","SU",-105.0798992,39.8168731
"Guardian Virtual","SU",-104.9380884,39.6809215
"Denver Womens Recovery","SU",-104.9423989,39.6898128
"Womens Recovery Center/Circle Program","SU",-108.4578388,39.0783229
"Denver Springs","SU",-104.82786,39.5566541
"Cornerstone Program","SU",-104.8581402,39.600112
"Step Denver","SU",-104.9923274,39.7535291
"Colorado Community Care","SU",-104.920934,39.6788041
"Footprints to Recovery","SU",-104.850942,39.596583
"Colorado Coalition for the Homeless","SU",-104.9858915,39.7510297
"Comprehensive Behavioral Health Center","SU",-104.986462,39.7525492
"Jefferson Center for Mental Health","SU",-105.0791685,39.8390632
"Independence House","SU",-105.0002532,39.7757227
"AllHealth Network","SU",-104.8348716,39.5944447
"University of Colorado Denver/ARTS","SU",-104.9607438,39.7421689
"University of Colorado Denver/ARTS","SU",-104.9607211,39.7424032
"Empowerment Program","SU",-104.959494,39.741939
"BHG Denver Treatment Center","SU",-104.9267139,39.7077615
"Mile High Council on Alcoholism and","SU",-104.9920991,39.7747758
"Community Medical Services","SU",-105.052595,39.833214
"Denver Recovery Group","SU",-104.9535105,39.739988
"Magnolia Medical Group","SU",-104.9531382,39.7404213
"Mile High Treatment and Recovery Inc","SU",-104.9148172,39.7035364
"Comm Alc/Drug Rehab and Education Ctr","SU",-104.9677089,39.7636761
"AllHealth Network","SU",-104.7706355,39.5274579
"Counseling Center of the Rockies","SU",-105.0317147,39.8277805
"First Step Counseling Inc","SU",-104.7675678,39.5313312
"A and D Counseling LLC","SU",-105.0290437,39.8288037
"Antelope Recovery","SU",-105.2819288,40.0177735
"Heritage Outpatient Treatment Servs","SU",-104.8860086,39.6874174
"Denver Recovery Group","SU",-105.2277543,39.98395
"Valley Hope of Parker","SU",-104.7533081,39.5173792
"Metro Treatment of Colorado LP","SU",-108.5046932,39.0778452
"Community Reach Center Inc","SU",-105.026606,39.834619
"Mental Health Partners","SU",-105.2839426,40.0253362
"Crossroads Turning Points Inc","SU",-104.6352093,38.3069951
"Crossroads Turning Points Inc","SU",-104.6345251,38.3071551
"Correctional Psychology Associates","SU",-104.9820118,39.801326
"Whats Next Counseling","SU",-105.1065794,39.9124108
"Boulder Alcohol Education Center","SU",-105.2497365,40.0143263
"Colorado West Regional Mental Hlth Ctr","SU",-108.5203314,39.0792142
"Medical Withdrawal Management","SU",-108.5207159,39.07929
"Sandstone Care","SU",-105.1090194,39.9219855
"BHG Westminster Treatment Center","SU",-105.0198363,39.8493489
"Centennial Peaks Hospital","SU",-105.1480533,39.9520207
"Set Apart Treatment Inc","SU",-105.0150606,39.848548
"Eminence Counseling Services LLC","SU",-104.85866,39.69717
"A and D Counseling LLC","SU",-104.8570877,39.697193
"San Luis Valley","SU",-105.9590864,37.2738213
"Gateway to Success","SU",-104.6440144,38.2267723
"Axis Health System","SU",-107.0708169,37.2590477
"Colorado Treatment Services","SU",-104.6227692,38.2613501
"Avenues Recovery Center at Denver","SU",-104.8302706,39.6831841
"Southern CO Comprehensive Court Servs","SU",-104.6177989,38.2633354
"Saddlerock Counseling","SU",-104.8243946,39.6779016
"Health Solutions","SU",-104.5976816,38.3060206
"Crestone Recovery","SU",-104.5976816,38.3060206
"Mental Health Partners","SU",-105.2338696,40.0330296
"Elevate Healthcare LLC","SU",-104.6095076,38.2787057
"Spanish Clinic LLC","SU",-104.8750613,39.7384235
"Shift Counseling Services PLLC","SU",-108.5526483,39.066545
"Alpha Center Inc","SU",-108.5526483,39.066545
"Community Reach Center Inc","SU",-104.996652714103,39.8580299393784
"State of Grace","SU",-104.6082924,38.2740252
"Colorado Medication Assisted Recovery","SU",-104.9935463,39.8570201
"Community Medical Services","SU",-104.8650726,39.7314147
"Health Solutions","SU",-104.600063,38.289923
"ARCH Detox","SU",-104.8115822,39.6752682
"Crossroads Turning Points Inc","SU",-104.6009858,38.2794098
"Mesa County Criminal Justice Servs","SU",-108.5616221,39.0636889
"Crossroads Turning Points Inc","SU",-104.5918851,38.2931907
"Dove Counseling Inc","SU",-104.9962758,39.8679987
"Serenity at Stout Street Foundation","SU",-104.9046607,39.7853788
"Stout Street Foundation","SU",-104.9050769,39.7862398
"IDEA Forum Inc","SU",-104.8463991,39.7275458
"IDEA Forum Inc","SU",-104.9785985,39.8614487
"Community Medical Services","SU",-104.8217955,39.703514
"Creative Treatment Options","SU",-104.9390222,39.8268792
"Centennial Mental Health Center Inc","SU",-104.59406,39.3568727
"Dont Look Back Center","SU",-104.8233106,39.7232059
"My Healing Space Counseling PLLC","SU",-104.8233106,39.7232059
"ARTS Potomac Street Center","SU",-104.8274912,39.7287571
"Men and Women Seeking Empowerment","SU",-105.1084163,39.9860063
"Reliant Services PLLC","SU",-104.9960884,39.8990233
"La Trenza Counseling Inc","SU",-104.9142697,39.8270373
"Community Reach Center Inc","SU",-104.986573,39.90095
"Denver Recovery Group","SU",-104.9951733,39.9082564
"Mental Health Partners","SU",-105.0935095,39.986022
"Spanish Clinic LLC","SU",-104.843365,39.772209
"NorthStar Transitions","SU",-105.1985461,40.0694829
"Colorado West Regional Mental Hlth Ctr","SU",-106.8271836,40.4761647
"Yampa Valley Psychotherapists","SU",-106.8347183,40.486567
"Redpoint Center","SU",-105.1240593,40.142765
"Journey Counseling Center LLC","SU",-105.1220361,40.1454029
"San Luis Valley","SU",-106.0151964,37.08002056
"Harmony Recovery","SU",-105.5784898,40.3970108
"Counseling Services of Longmont","SU",-105.0941489,40.1743148
"Sample Therapy Services","SU",-105.1028313,40.1816238
"Raleigh House of Hope","SU",-104.5704325,39.7096653
"Go Sober","SU",-105.105212,40.1890689
"BayMark Health Servs of Colorado Inc","SU",-104.8227075,39.9866561
"IDEA Forum Inc","SU",-104.8059684,39.9871374
"Community Reach Center Inc","SU",-104.8003229,39.9829473
"New Hope Counseling Center","SU",-104.9407159,40.097509
"Crossroads Turning Points Inc","SU",-104.7791328,37.6234033
"Health Solutions","SU",-104.7771231,37.6204553
"San Luis Valley","SU",-105.4230316,37.19976033
"Axis Health System","SU",-107.8273728,37.2341794
"Axis Health System","SU",-107.8676144,37.2402099
"Health Solutions","SU",-107.5482616,40.513691
"Yampa River Counseling","SU",-107.5532572,40.5134874
"Yampa Valley Psychotherapists","SU",-107.5707874,40.5145946
"A New Perspective Counseling Centers","SU",-105.1055703,40.4076746
"Creative Counseling Services","SU",-105.0982596,40.4223859
"Northpoint Colorado","SU",-105.0105776,40.4290917
"Creative Counseling Services","SU",-105.0764796,40.5468751
"Redpoint North","SU",-105.0765196,40.5475299
"AspenRidge Recovery","SU",-105.0766566,40.5776077
"BHG Fort Collins Treatment Center","SU",-105.0374436,40.566627
"Narconon Colorado","SU",-105.0695552,40.6039573
"Creative Counseling Services","SU",-104.7194978,40.4144453
"Certified Addiction Trt for Substances","SU",-104.723755,40.4212649
"Axis Health System","SU",-108.5765821,37.3557404
"Porch Light Recovery","SU",-108.5828191,37.3494173
"Presbyterian Medical Services","SU",-105.5945678,36.7244203
"Valle Wide Health Systems","SU",-103.754419,38.2149031
"Crossroads Turning Points Inc","SU",-104.5105388,37.167362
"Health Solutions","SU",-104.4914423,37.1683628
"Centennial Mental Health Center Inc","SU",-103.630696842371,39.3214741838443
"Four Corners Community Behavioral Hlth","SU",-109.5498123,38.5775848
"Moab Regional Recovery Center","SU",-109.5585307,38.5761542
"Presbyterian Medical Services","SU",-108.2227389,36.7270618
"Presbyterian Medical Services","SU",-108.2333902,36.7201142
"Cenikor Foundation","SU",-108.229275,36.7150679
"Valle Wide Health Systems","SU",-103.5537689,37.9815013
"Taos Whole Community Health","SU",-105.5814213,36.3942674
"Rio Grande ATP Inc","SU",-105.5908116,36.3806744
"El Centro Family Health","SU",-105.5898782,36.3730362
"Advantage Treatment Center","SU",-103.7991955,40.2486963
"Centennial Mental Health Center Inc","SU",-103.7886833,40.2485256
"San Juan Counseling Center","SU",-109.4808973,37.6149678
"Navajo Regional","SU",-108.691306,36.803356
"El Centro Family Health","SU",-106.6080831,36.1695307
"El Centro Family Health","SU",-105.8790745,36.2162099
"Volunteers of America Northern Rockies","SU",-105.5750392,41.3225306
"Cathedral Home for Children","SU",-105.5890424,41.3534026
"Hoy Recovery Program Inc","SU",-105.9677166,36.1643684
"Utah Navajo Health System","SU",-109.3035744,37.2597992
"HealthWorks","SU",-104.7691859,41.1172232
"Volunteers of America Northern Rockies","SU",-104.8271947,41.1430974
"Volunteers of America Northern Rockies","SU",-104.8135044,41.1436532
"Volunteers of America Northern Rockies","SU",-104.8135044,41.1436532
"Volunteers of America Northern Rockies","SU",-104.8137185,41.1440059
"El Centro Family Health","SU",-105.6929204,36.17569
"RESADA Outpatient","SU",-103.2190559,38.0713315
"Region Six Alcohol and Drug Abuse","SU",-103.2127788,38.0754957
"Cheyenne VA Healthcare System","SU",-104.7861887,41.1481373
"El Centro Family Health","SU",-106.1065735,36.007355
"New Mexico Treatment Services LLC","SU",-106.0784387,36.0077591
"El Centro Family Health","SU",-105.7923767,36.0393371
"Espanola Health Services","SU",-106.0860169,35.9989755
"Presbyterian Medical Services","SU",-106.0861583,35.9977195
"El Centro Family Health","SU",-106.0841193,35.9914712
"Rio Arriba County Department of","SU",-106.0818233,35.9910383
"PMS Espanola Family Wellness","SU",-106.0593107,35.9875774
"Santa Clara Pueblo Behavioral Health","SU",-106.08665,35.9729236
"Green River Medical Center","SU",-110.1698246,38.9947098
"Northeastern Counseling Center","SU",-109.5495101,40.4486472
"El Centro Family Health","SU",-104.596917,36.3607046
"Los Alamos Family Council Inc","SU",-106.2986475,35.8817553
"Centennial Mental Health Center Inc","SU",-103.2017027,40.1593161
"High Country Behavioral Health","SU",-107.2451485,41.7909387
"Northeastern Counseling Center","SU",-109.9968978,40.2879943
"Carbon Medical Service Association Inc","SU",-110.3932996,39.5502891
"El Centro Family Health","SU",-104.7055904,36.0087764
"New Pathways to Wellness","SU",-103.2220147,40.6327075
"Centennial Mental Health Center Inc","SU",-103.213791,40.625196
"Santa Fe Health Services","SU",-105.9558734,35.6643325
"Life Link","SU",-105.9816004,35.6609074
"Santa Fe Psychotherapy and Consulting","SU",-105.9700369,35.6561986
"Valle Wide Health Systems","SU",-102.611261,38.0681122
"Crossroads Turning Points Inc","SU",-102.6157701,38.0540206
"Santa Fe Recovery Center","SU",-106.0199814,35.6377616
"Santa Fe Psychotherapy and Consulting","SU",-106.0148896,35.6332529
"Centennial Mental Health Center Inc","SU",-102.7248689,40.1239591
"Northeastern Counseling Center","SU",-110.4006785,40.1610926
"Rio Grande ATP Inc","SU",-105.2254688,35.6166105
"El Centro Family Health","SU",-105.2229862,35.6015364
"Centennial Mental Health Center Inc","SU",-102.2667986,39.3114055
"Division of Behavioral and","SU",-108.1575653,35.6762216
"Valle Wide Health Systems","SU",-102.615345,37.4052549
"El Centro Family Health","SU",-104.206791,35.942841
"Four Corners Behavioral Health","SU",-110.7992824,39.5987115
"Price Clinic","SU",-110.8032779,39.6008045
"Four Corners Community Behavioral Hlth","SU",-110.8094943,39.5991612
"Life Balance Recovery","SU",-110.8108214,39.5990101
"Kara Heugly Counseling","SU",-110.8126608,39.5997682
"Volunteers of America Northern Rockies","SU",-104.9699516,42.0471645
"Five Sandoval Indian Pueblos Inc","SU",-106.5792271,35.3274291
"Helper Clinic","SU",-110.854314,39.684802
"Southwest Counseling Service","SU",-109.2635457,41.578397
"Four Corners Community Behavioral Hlth","SU",-111.0189064,39.2106214
"El Centro Family Health","SU",-105.4495753,35.3635569
"Desert Mountain Healing IOPOP LLC","SU",-106.669429,35.2432792
"Rio Rancho Health Services","SU",-106.6518809,35.2324438
"New Season Albuquerque North","SU",-106.6623169,35.187669
"Karuna Counseling","SU",-102.9738096,41.1446982
"Icarus Behavioral Health","SU",-106.6878537,35.1814987
"Kayenta Alternative Rural Hospital Csl","SU",-110.2593267,36.705927
"First Choice Community Healthcare","SU",-106.627887,35.1673155
"WNMMG Thoreau","SU",-108.2197605,35.4065189
"Susans Legacy","SU",-106.5169269,35.1425073
"Albuquerque Health Services NW","SU",-106.635474,35.1378338
"Turning Point Recovery Center Inc","SU",-106.5404077,35.1309477
"Turning Point Recovery Center Inc","SU",-106.5788421,35.129583
"Fort Defiance Outpatient Treatment Ctr","SU",-109.073822,35.7407875
"Streetwise Inc","SU",-106.609024,35.116228
"Pinwheel Healing Company","SU",-106.5867499,35.1149674
"Courageous Transformations","SU",-106.608745,35.114616
"Turning Point Detox","SU",-106.531502,35.1117839
"Fishburn Medical, LLC","SU",-106.5650371,35.1062231
"Central New Mexico Treatment Center","SU",-106.6520827,35.103248
"Turning Point Detox","SU",-106.5805861,35.0986519
"Albuquerque Health Care for","SU",-106.646096,35.0954981
"Presbyterian Medical Services","SU",-108.7125915,35.5287602
"Counseling World LLC","SU",-106.5769961,35.0928371
"Albuquerque Behavioral Health","SU",-106.5560593,35.0913037
"Duke City Recovery Toolbox LLC","SU",-106.6462709,35.0921409
"Na Nizhoozhi Center Inc","SU",-108.7074184,35.5244193
"University of New Mexico Hospital","SU",-106.6152273,35.0902459
"Aliviar Counseling Services Inc","SU",-106.6651509,35.0907317
"Dragonfly Counseling Associates","SU",-106.5589452,35.0892946
"First Choice Community Healthcare","SU",-106.1929659,35.0925655
"Evolution Group Inc","SU",-106.6445426,35.0819349
"Tree Frog","SU",-106.5901005,35.0800315
"Perfectly Imperfect","SU",-106.5899017,35.079836
"Albuquerque Health Services NW","SU",-106.5910723,35.0790644
"State of the Heart Recovery Inc","SU",-106.5754642,35.0779052
"Synergy Behavioral Health Center PC","SU",-108.7418822,35.5240571
"Albuquerque Treatment Services LLC","SU",-106.5847955,35.0767493
"Bernalillo County Department of","SU",-106.5802585,35.0735889
"First Choice Community Healthcare","SU",-106.6489497,35.0692955
"MedMark Treatment Centers","SU",-106.6757115,35.0667937
"Division of Behavioral and MH Servs","SU",-108.7425551,35.5089885
"Centennial Mental Health Center Inc","SU",-102.300687,40.5858176
"NM Department of Health","SU",-106.5813804,35.057986
"South Valley Health Services","SU",-106.6727626,35.0554624
"University of New Mexico Hospital","SU",-106.6213326,35.053493
"Volunteers of America Northern Rockies","SU",-104.1926898,42.0835599
"First Choice Community Healthcare","SU",-106.6813096,35.0464131
"Community Action Partnership of","SU",-103.6602409,41.8437621
"El Centro Family Health","SU",-105.1208873,35.1995478
"VA Panhandle of Nebraska","SU",-103.6549859,41.8533752
"Healing Addiction in Our Community","SU",-106.7227728,35.0221291
"Grants Family Counseling","SU",-107.8189,35.1591949
"U Turn for Christ New Mexico","SU",-106.6651915,34.997196
"High Plains Mental Health Center","SU",-101.7114331,39.3516882
"Pueblo of Acoma Behavioral Hlth Servs","SU",-107.6197252,35.0413334
"High Country Behavioral Health","SU",-110.3356522,41.3108093
"Centennial Mental Health Center Inc","SU",-102.2649406,40.9879677
"First Choice Community Healthcare","SU",-106.7416145,34.8127495
"Central Utah Counseling Center","SU",-111.5963958,39.3616751
"Village of Los Lunas","SU",-106.7011,34.8061127
"Central New Mexico Counseling Service","SU",-106.7313472,34.8010517
"High Country Behavioral Health","SU",-105.3628389,42.7456664
"Crossroads Counseling LLC","SU",-106.3242246,42.8453941
"Wyoming Recovery","SU",-106.3064851,42.8481211
"Central Wyoming Counseling Center","SU",-106.342608,42.8667502
"Maple Mountain Recovery","SU",-111.570053,40.1208095
"MedMark Treatment Centers","SU",-106.734812,34.6733853
"Zuni Recovery Center","SU",-108.7915557,35.0850887
"Wasatch County Family Clinic","SU",-111.4043802,40.5067904
"New Mexico Behav Health Institute","SU",-104.6809431,34.9350015
"Chateau Recovery","SU",-111.2878561,40.7061159
"Newport Academy","SU",-111.2852566,40.7196061
"Beecon Recovery","SU",-111.4129632,40.5096728
"Acqua Recovery","SU",-111.4129632,40.5096728
"Wasatch Crest Treatment Services","SU",-111.4187799,40.5525444
"Life Balance Recovery","SU",-111.6325822,40.123019
"Acqua Recovery","SU",-111.452974,40.5131179
"Acqua Recovery","SU",-111.453287,40.514339
"APS Spanish Fork","SU",-111.6523084,40.1203267
"House of Hope","SU",-111.6266232,40.2100392
"Wasatch BH Special Servs District","SU",-111.6574434,40.1510605
"Wasatch Behavioral Health","SU",-111.638911,40.2389212
"High Country Behavioral Health","SU",-110.9845589,41.2580916
"Imperial Healing Estate","SU",-111.6344453,40.2899112
"New Roads Behavioral Health","SU",-111.6681793,40.2134506
"New Roads Behavioral Health","SU",-111.6681793,40.2134506
"Central Utah Counseling Center","SU",-111.8354792,39.7222433
"Steps Recovery Center","SU",-111.7487055,40.0287255
"Intermountain","SU",-111.6653595,40.24901
"Spinal Interventions","SU",-111.6620201,40.3044635
"Connections Counseling Services","SU",-111.6774996,40.2726829
"Pomarri Outpatient Services","SU",-111.66071,40.312562
"Silver Creek Clinic","SU",-111.6607159,40.3125605
"Alpha Counseling and Treatment Inc","SU",-111.6909659,40.2446094
"Aspen Grove Behavioral Hospital","SU",-111.6635225,40.3105267
"Central Utah Counseling Center","SU",-111.969518,38.838207
"Cirque Lodge Studio","SU",-111.6661657,40.3103888
"Nexstep Medical Detox","SU",-111.6701193,40.3117114
"Abundant Life Institute","SU",-111.68916,40.279869
"Steps Recovery Center","SU",-111.6894962,40.2805261
"Institute for Cognitive Therapy Inc","SU",-111.6898629,40.2811748
"Red Willow Counseling and Recovery","SU",-111.4968743,40.6623038
"HMHI Park City Behavioral Hlth Clinic","SU",-111.4983415,40.6639304
"JWalker Intensive Outpatient","SU",-111.6838437,40.3110805
"High Country Behavioral Health","SU",-104.4508138,42.7538478
"Wasatch BH Special Servs District","SU",-111.6951926,40.2925275
"Pathways Wholeness Center","SU",-111.9873584,38.7635064
"Mental Health Resources Inc","SU",-103.7222545,35.1697682
"True North Recovery and Wellness Ctr","SU",-111.698627,40.30168
"Addiction and Psychological Services","SU",-111.6990856,40.3012598
"Judicial Supervision Services LLC","SU",-111.7068928,40.3231599
"Papilion Integrated Recovery Center","SU",-111.7100746,40.3261212
"High Country Behavioral Health","SU",-110.5408658,41.7936629
"AVY Counseling Services","SU",-111.7294665,40.2999048
"Reflections Outpatient","SU",-111.7173209,40.3377696
"Wasatch Crest Womens Residential","SU",-111.5144186,40.7227285
"High Plains Mental Health Center","SU",-101.0553762,39.3885484
"Sandhills Center for Hope","SU",-102.8710111,42.0965537
"White Sage Recovery","SU",-111.7486802,40.3650286
"Alliance Clinical Services","SU",-111.7487149,40.365223
"Canyonlands Healthcare","SU",-111.4628092,36.9184096
"CBI Encompass Health Services","SU",-111.4606925,36.9093573
"Willow Tree Recovery","SU",-111.7591312,40.3618954
"I Am Recovery LLC","SU",-111.7487501,40.4030363
"Human Services Inc","SU",-102.875769693788,42.1193757999754
"FourPoints Health","SU",-112.0851998,38.7619384
"Suncrest Counseling","SU",-111.7699603,40.3720242
"Highland Springs Specialty Clinic","SU",-111.7795312,40.3623791
"Utah Family Institute","SU",-111.7808894,40.3737531
"Ascend Recovery","SU",-111.802289,40.350377
"Alpine Recovery Lodge","SU",-111.7603016,40.4461038
"PATH Wellness Solutions","SU",-108.7341286,42.8334141
"Heartland Counseling Clinic","SU",-101.7227762,41.1245779
"Fremont Counseling Service","SU",-108.7402858,42.8352222
"Renaissance Ranch","SU",-111.7750018,40.4610538
"Ascend Recovery","SU",-111.8086677,40.4065579
"Wasatch Recovery","SU",-111.798635,40.598453
"Volunteers of America","SU",-108.393274,43.022111
"Sober Living Willowcreek","SU",-111.8307346,40.6024956
"Pinnacle Recovery","SU",-111.8126177,40.6382356
"New Roads Behavioral Health","SU",-111.8208599,40.623696
"Fremont Counseling Service","SU",-108.4111139,43.0359504
"Journey Treatment Center","SU",-111.8336396,40.6044402
"Moving Forward Counseling","SU",-111.8539707,40.5723834
"Sober Living Properties","SU",-111.8821796,40.5199823
"Youth Care of Utah","SU",-111.888578,40.5223027
"Collective Recovery","SU",-111.8698649,40.577829
"EVNSQ LLC","SU",-111.8348033,40.6566106
"Changes Counseling and","SU",-111.8718242,40.6016662
"Papilion Integrated Recovery Center","SU",-111.8506314,40.6489133
"Next Level Recovery","SU",-111.8655397,40.6281764
"Sober Living Properties","SU",-111.8794137,40.6060888
"Phoenix Recovery Center LLC","SU",-111.9042908,40.5584109
"Valley Behavioral Health","SU",-111.8428001,40.6749611
"Highland Springs Specialty Clinic","SU",-111.8428166,40.675009
"Utah Addiction Centers","SU",-111.9940181,40.3766685
"Pathways Real Life Recovery","SU",-111.8981088,40.576857
"Clearview Counseling and","SU",-111.865947,40.641264
"Sober Living Properties","SU",-111.8778477,40.6268602
"Sober Living Properties","SU",-111.8725191,40.637099
"Pinnacle Recovery","SU",-111.9013403,40.5842994
"Liberty Addiction Recovery Centers LLC","SU",-111.9588165,40.4739286
"BRC Outpatient LLC","SU",-111.8642121,40.6627165
"Utah Harm Reduction Coalition","SU",-111.8881222,40.6212515
"South Point Counseling Services","SU",-111.9244194,40.5618645
"Redwood Recovery","SU",-111.9391518,40.5337973
"Sober Living Properties","SU",-111.8688291,40.6679918
"Suncrest Counseling","SU",-111.927051,40.5624581
"Central Utah Counseling Center","SU",-112.32344,38.970724
"BAART Programs","SU",-111.8875067,40.6424699
"Bloc Outpatient","SU",-111.8710256,40.6742854
"Renaissance Ranch","SU",-111.9626855,40.4990055
"Family Counseling Center","SU",-111.8730269,40.6743291
"Sober Living Properties","SU",-111.8618446,40.6956852
"Connections Counseling Services","SU",-111.8872739,40.649965
"Alpha Counseling and Treatment Inc","SU",-111.8614793,40.6995183
"City on a Hill Inc","SU",-100.8732389,37.966231
"CH MH Services LLC","SU",-111.8705872,40.6852552
"Northwest Center for Behavioral Health","SU",-101.4742654,36.6932024
"Sequoia Counseling Services","SU",-111.8658599,40.6980806
"Mountain Valley Recovery","SU",-112.3283506,39.1129364
"Hautoa Enterprises LLC","SU",-111.8866683,40.6620696
"Salt Lake Behavioral Health","SU",-111.8727416,40.6876999
"Utah Partners for Health","SU",-111.9287277,40.5858951
"Steps Recovery Center","SU",-111.8814284,40.6745817
"Odyssey House Inc","SU",-111.881047,40.6854889
"Jordan West Family Counseling","SU",-111.9383059,40.5828863
